Data,VALE18,VALE28,VALE29,VALE38,VALE48
2014-01-04,,,,,
2014-01-07,0.06289009410792112,0.0,,0.05986981049247042,0.0
2014-01-08,0.0881681781937389,0.0,,0.08159556401545265,0.15383018880523402
2014-01-09,0.10125816284289857,0.0,,0.02166530129877131,0.1572171987579143
2014-01-10,0.06634526087372761,0.0,,0.02166530129877131,0.1572171987579143
2014-01-12,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-13,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-14,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-15,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-17,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-21,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-22,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-23,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-24,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-28,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-29,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-30,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-01-31,0.10463463181718491,0.11330322675570192,,0.09057319922319551,0.14961554362886642
2014-02-04,-0.002864808935782337,-0.002373303461568055,,0.040053018380773464,0.015402844428280549
2014-02-05,-0.002864808935782337,0.021865917054785022,,0.06027212870347931,0.0743028926130771
2014-02-06,-0.002864808935782337,0.021865917054785022,,0.09951194199332791,0.140179015098429
2014-02-07,0.06853565715996868,0.021865917054785022,,0.09622559100426731,0.140179015098429
2014-02-09,0.08936665592846227,0.021865917054785022,,0.09622559100426731,0.1501351520923493
2014-02-10,0.10041252833076597,0.021865917054785022,,0.07201816104681824,0.1501351520923493
2014-02-12,0.11160782940508063,0.09417847504400623,,0.09332710318961901,0.1592832191935336
2014-02-13,-0.03735428168946153,-0.08810777873017317,,-0.06993716405264228,0.1592832191935336
2014-02-14,-0.022802146768917897,-0.07064795345282637,,-0.05666177451444787,-0.04717390904823693
2014-02-17,-0.030188235859763046,-0.06185436793980281,,-0.05666177451444787,-0.029678951041836266
2014-02-18,-0.015142817794438601,-0.0477749088888586,,-0.05435105758017045,-0.030774419962734
2014-02-19,0.006121274763719375,-0.04487647496572034,,-0.03486391787010934,-0.015955690324294114
2014-02-20,-0.005890035123421122,-0.0797908839639262,,-0.04881984368599468,0.009049770703163595
2014-02-21,0.009340314792690929,-0.03767289208646951,,-0.03025982595319321,-0.0026671279259659064
2014-02-24,-0.008083859145013306,-0.02728882610814931,,-0.03025982595319321,0.007828596388912645
2014-02-25,-0.008083859145013306,-0.012347023411670266,,-0.025863486822257142,-0.0020477871555428795
2014-02-26,-0.018956380218436708,-0.026095662555013277,,-0.03785065376688346,0.03304236520920023
2014-02-27,-0.008669732132205232,-0.02074099495602799,,-0.022135901933006408,0.03304236520920023
2014-02-28,-0.004221265616737746,-0.02074099495602799,,-0.025640487516207622,0.03304236520920023
2014-03-04,0.010919350267616812,-0.02727720312989701,,0.005444599002390138,0.008389398382785851
2014-03-06,0.05249309124498036,-0.02727720312989701,,0.07747490573978255,0.14483535996012709
2014-03-07,0.06859193740978098,0.0642684904328712,,0.06317607970722583,0.07851919475401692
2014-03-09,0.1318941366241928,0.0642684904328712,,0.11836348513186823,0.15976350738272127
2014-03-10,0.10849440099066476,0.0642684904328712,,0.11836348513186823,0.15976350738272127
2014-03-11,0.08960402755472163,0.0642684904328712,,0.02802168554225637,0.15976350738272127
2014-03-12,0.1077883780631188,0.09015393538600724,,0.16268796682684616,0.17038394519899214
2014-03-13,0.1077883780631188,-0.03846158858053772,,-0.008780218210058921,0.17038394519899214
2014-03-14,0.008254476673841271,-0.03306471860955207,,-0.004992338277216346,0.030152680929039777
2014-03-17,0.00452581456470269,-0.03306471860955207,,-0.014317472862354519,0.017372489363278065
2014-03-18,-0.0059746876042452435,-0.02710093892298615,,-0.004090030376419529,0.017372489363278065
2014-03-19,-0.01895423264119911,-0.025966977236639432,,-0.02183878963981134,0.01230820439747804
2014-03-20,0.0005698695809608356,-0.03760863742488185,,-0.012959409060246507,0.021250546817365157
2014-03-21,0.01057034084691133,-0.03002283856865462,,-0.003405528310795769,0.021250546817365157
2014-03-24,0.0014962617667308997,-0.02771388916492612,,-0.000333092704066007,0.021250546817365157
2014-03-25,0.01466411491660069,-0.015330052664283667,,0.0017200014749680914,-0.009606562252020279
2014-03-26,0.01466411491660069,-0.01843539675621264,,0.0017200014749680914,0.036302808413740895
2014-03-27,0.01466411491660069,-0.0030482824361830474,,-0.016733748208260568,0.03306837736148327
2014-03-28,0.026876119852387026,-0.006965507881906419,,-0.010230999976282407,0.04227798559422968
2014-03-31,0.0018936016839599112,-0.00148666883104287,,0.021074902060826073,0.0359045718905493
2014-04-02,0.0018936016839599112,-0.00148666883104287,,0.021074902060826073,0.0359045718905493
2014-04-04,0.03183742647765042,-0.0070860855665405564,,-0.00526442722981002,0.015041999659375804
2014-04-06,0.04004457256998073,-0.0070860855665405564,,-0.00526442722981002,0.11362833884840473
2014-04-07,0.07151338500151883,0.03278846906814814,,0.06508951100050031,0.08735705788737858
2014-04-08,0.08643891907147339,0.03278846906814814,,0.06844687228708524,0.09494597373159053
2014-04-09,0.09877196805655664,0.03278846906814814,,0.11463895642909616,0.17895431860536282
2014-04-11,0.08652271557166791,0.03278846906814814,,0.0413709620623266,0.11029224696919915
2014-04-12,0.10435682320842976,0.03278846906814814,,0.09433841631491435,0.11029224696919915
2014-04-14,0.025576263699073953,0.016108608916850953,,0.0030332139268751668,0.048888272816946854
2014-04-15,0.036333727821570516,0.005029516013431268,,0.007593763092000216,0.039661801468042546
