Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
TFSPO1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'015;'001;ND;Registrado;BRTFSPDBS0E6;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1350543;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPP1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'016;'001;ND;Registrado;BRTFSPDBS0F3;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;670148;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPQ1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'017;'001;ND;Registrado;BRTFSPDBS0G1;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;670148;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPR1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'018;'001;ND;Registrado;BRTFSPDBS0H9;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;459447;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPS1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'019;'001;ND;Registrado;BRTFSPDBS0I7;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1004691;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPT1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'020;'001;ND;Registrado;BRTFSPDBS0J5;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1000;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;DC;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFTP11;SCALINA S/A;'ÚNI;'001;ND;Registrado;BRTFTXDBS008;DISPENSA ICVM 476/09;29/10/2010;;;11/10/2010;15/06/2023; - - - - - - ;;11/10/2010;-;-;AGE;27/09/2010;;;Escritural;Quirografária;Simples;10;0,;0,;10;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;750,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;6;MES;15/12/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;14,500;252;6;MES;15/06/2015;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL SA;6.11499E+13;N; n ;
TGMA11;TEGMA GESTAO LOGISTICA S/A;'001;'001;ND;Registrado;BRTGMADBS009;DISPENSA ICVM 476/09;21/02/2013;;;15/02/2013;15/02/2018; - - - - - - ;;15/02/2013;22/02/2013;-;RCA;06/12/2012;;;Escritural;Quirografária;Simples;6000;0,;0,;6000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;6,667,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/02/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,8400;252;6;MES;15/08/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BTG PACTUAL S/A;2.35114E+12;N; n ;
TGMA12;TEGMA GESTAO LOGISTICA S/A;'001;'002;ND;Registrado;BRTGMADBS025;DISPENSA ICVM 476/09;27/12/2013;;;15/12/2013;15/12/2018; - - - - - - ;;15/12/2013;30/12/2013;-;RCA;12/12/2013;;;Escritural;Quirografária;Simples;8000;0,;0,;8000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/12/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;17,500;252;6;MES;15/06/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;ITAU UNIBANCO SA;2.35114E+12;N; n ;
TGMA21;TEGMA GESTAO LOGISTICA S/A;'002;'001;ND;Registrado;BRTGMADBS017;DISPENSA ICVM 476/09;21/02/2013;;;15/02/2013;15/02/2019; - - - - - - ;;15/02/2013;22/02/2013;-;RCA;06/12/2012;;;Escritural;Quirografária;Simples;14000;0,;0,;14000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/02/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,9700;252;6;MES;15/08/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BTG PACTUAL S/A;2.35114E+12;N; n ;
TGMA22;TEGMA GESTAO LOGISTICA S/A;'002;'002;ND;Registrado;BRTGMADBS033;DISPENSA ICVM 476/09;27/12/2013;;;15/12/2013;15/12/2018; - - - - - - ;;15/12/2013;30/12/2013;-;RCA;12/12/2013;;;Escritural;Quirografária;Simples;7000;0,;0,;7000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/12/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;17,500;252;6;MES;15/06/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;ITAU UNIBANCO SA;2.35114E+12;N; n ;
TIET12;AES TIETE ENERGIA S/A;'ÚNI;'002;ND;Registrado;BRTIETDBS002;DISPENSA ICVM 476/09;20/05/2013;;;15/05/2013;15/05/2019; - - - - - - ;;15/05/2013;21/05/2013;-;RCA;27/03/2013;;;Escritural;Quirografária;Simples;49800;0,;0,;49800;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/05/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,7900;252;6;MES;15/11/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;4.12856E+12;N; n ;
TIET13;AES TIETE ENERGIA S/A;'ÚNI;'003;ND;Registrado;BRTIETDBS010;DISPENSA ICVM 476/09;20/03/2014;;;20/03/2014;20/03/2020; - - - - - - ;;20/03/2014;20/03/2014;-;RCA;22/01/2014;RCA;25/02/2014;Escritural;Quirografária;Simples;30000;0,;0,;30000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;108,20;0,000;-;;;333,300;12;MES;20/03/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;20/09/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;4.12856E+12;N; n ;
TIET14;AES TIETE ENERGIA S/A;'001;'004;ND;Registrado;BRTIETDBS028;CVM/SRE/DEB/2015/013;15/12/2015;;;15/12/2015;15/12/2016; - - - - - - ;;16/12/2015;15/12/2015;-;RCA;09/11/2015;;;Escritural;Quirografária;Simples;143500;0,;0,;143500;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;15,500;252;6;MES;15/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO ITAU-BBA S/A;4.12856E+12;N; n ;
TIET24;AES TIETE ENERGIA S/A;'002;'004;ND;Registrado;BRTIETDBS036;CVM/SRE/DEB/2015/014;15/12/2015;;;15/12/2015;15/12/2018; - - - - - - ;;16/12/2015;15/12/2015;-;RCA;09/11/2015;;;Escritural;Quirografária;Simples;148742;0,;0,;148742;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;500,000;12;MES;15/12/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;21,500;252;6;MES;15/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO ITAU-BBA S/A;4.12856E+12;N; n ;
TIET34;AES TIETE ENERGIA S/A;'003;'004;ND;Registrado;BRTIETDBS044;CVM/SRE/DEB/2015/015;15/12/2015;;;15/12/2015;15/12/2020; - - - - - - ;;16/12/2015;15/12/2015;-;RCA;09/11/2015;;;Escritural;Quirografária;Simples;301758;0,;0,;298223;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,054,405,120;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;-;-;-;-;-;84,328;252;6;MES;15/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO ITAU-BBA S/A;4.12856E+12;S; n ;
TIVF12;T4F ENTRETENIMENTO S/A;'ÚNI;'002;ND;Registrado;BRSHOWDBS017;DISPENSA ICVM 476/09;24/03/2015;;;25/03/2015;25/03/2019; - - - - - - ;;25/03/2015;25/03/2015;-;RCA;11/03/2015;;;Escritural;Real;Simples;50000;0,;0,;50000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;166,666;6;MES;25/09/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;24,000;252;6;MES;25/09/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;2.86069E+12;N; n ;
TLGE11;TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA INDUSTRIAS SA;'ÚNI;'001;ND;Registrado;BRTLGEDBS003;DISPENSA ICVM 476/09;29/04/2015;;;31/03/2015;31/03/2020; - - - - - - ;;31/03/2015;31/03/2015;-;AGE;26/02/2015;RCA;26/02/2015;Escritural;Quirografária;Simples;156;0,;0,;156;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;888,900,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;111,100;6;MES;31/03/2016;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;29,500;252;6;MES;30/09/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;8.25954E+12;N; n ;
TLIP13;TULIP ITAGUAI HOTELARIA SPE SA;'ÚNI;'003;ND;Registrado;BRTLIPDBS005;DISPENSA ICVM 476/09;08/01/2015;;;05/12/2014;05/12/2021; - - - - - - ;;09/01/2015;09/01/2015;-;AGE;03/12/2014;;;Escritural;Real;Simples;230;0,;0,;230;0;0;0,;0,;0;0,;0;R$;100,000,000,000;R$;100,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;16,667;1;MES;05/01/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;40,000;252;1;MES;05/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO ABC-BRASIL S/A;1.31722E+13;N; n ;
TOME12;VENTOS DE SAO TOME HOLDING SA;'ÚNI;'002;ND;Registrado;BRVSTHDBS018;DISPENSA ICVM 476/09;29/08/2015;;;15/07/2015;15/12/2027; - - - - - - ;;15/07/2015;20/08/2015;-;AGE;02/07/2015;AGE;29/07/2015;Escritural;Quirografária;Simples;89000;0,;0,;89000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,177,123,389;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;6;MES;15/12/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;88,593;252;6;MES;15/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL SA;1.5675E+13;S; n ;
TORR11;WTORRE SA;'ÚNI;'001;ND;Registrado;BRWTSADBS003;DISPENSA ICVM 476/09;06/02/2013;;;07/01/2013;07/01/2019; - - - - - - ;;07/01/2013;07/02/2013;-;AGE;05/12/2012;;;Escritural;Real;Simples;80000;0,;0,;80000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;1,373,233,297;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;27,464;6;MES;07/01/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;35,000;252;6;MES;07/01/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;ITAU UNIBANCO SA;7.0223E+12;N; n ;
TORR12;WTORRE SA;'ÚNI;'002;ND;Registrado;BRWTSADBS011;DISPENSA ICVM 476/09;12/09/2014;;;18/08/2014;18/08/2020; - - - - - - ;;18/08/2014;15/09/2014;-;AGE;08/08/2014;AGE;14/08/2014;Escritural;Real;Simples;14700;0,;0,;14444;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;125,000;6;MES;18/02/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;32,000;252;6;MES;18/02/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BRADESCO BBI S/A;7.0223E+12;N; n ;
TOWE12;BR TOWERS SPE1   SA;'ÚNI;'002;ND;Registrado;BRTSPEDBS017;CVM/SRE/DEB/2013/030;28/10/2013;;;15/10/2013;15/10/2023; - - - - - - ;;15/10/2013;29/10/2013;-;AGE;10/09/2013;;;Escritural;Quirografária;Simples;30000;0,;0,;30000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;11,034,485,282;21/07/2016;IPCA;  - ;Não Padrão - SND;;-;;0,00;0,000;-;7,4000% aa 252 dias;;-;-;MES;15/01/2014;;Percentual variável sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;1.42064E+13;N; n ;
TOYB11;TEC TOY SA;'001;'001;ND;Registrado;BRTOYBDBS014;SEP/GER/DEB - 96/102;18/09/1996;;;01/07/1996;Indeterminado; - - - - - - ;;-;-;-;AGE;06/08/1996;RCA;13/08/1996;Nominativa;Subordinada;Simples;7500;0,;0,;300;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;239,110,000;21/07/2016;PRÉ;Integrante de Juros;Não Padrão - SND;;-;   ;0,00;0,000;-;-;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU UNIBANCO S/A;BANCO ITABANCO SA;2.27704E+13;N; n ;
TPIS13;TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S/A;'ÚNI;'003;ND;Registrado;BRTPISDBS026;DISPENSA ICVM 476/09;29/06/2011;;;15/06/2011;15/06/2018; - - - - - - ;;15/06/2011;-;-;RCA;22/06/2011;;;Escritural;Quirografária;Simples;180;0,;0,;86;0;0;94;0,;0;0,;0;R$;1,000,000,000,000;R$;708,190,994,394;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;250,000;12;MES;15/06/2015;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;91,100;252;12;MES;15/06/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A;3.01455E+12;N; n ;
TPIS14;TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S/A;'001;'004;ND;Registrado;BRTPISDBS034;CVM/SRE/DEB/2012/030;23/10/2012;;;15/10/2012;15/10/2017; - - - - - - ;;15/10/2012;-;-;RCA;24/08/2012;;;Escritural;Quirografária;Simples;8066;0;0;4931;0;0;3135;0,;0;0,;0;R$;10,000,000,000;R$;6,667,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;333,300;12;MES;15/10/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;22,000;252;6;MES;15/04/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO BTG PACTUAL S/A;3.01455E+12;N; n ;
TPIS24;TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S/A;'002;'004;ND;Registrado;BRTPISDBS042;CVM/SRE/DEB/2012/031;24/10/2012;;;15/10/2012;15/10/2017; - - - - - - ;;15/10/2012;-;-;RCA;24/08/2012;;;Escritural;Quirografária;Simples;39184;0;0;18645;0;0;20539;0,;0;0,;0;R$;10,000,000,000;R$;13,291,709,700;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;500,000;12;MES;15/10/2016;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;85,000;252;12;MES;15/10/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO BTG PACTUAL S/A;3.01455E+12;N; n ;
TPSU11;GUARACIABA TRANSMISSORA DE ENERGIA TP SUL SA;'ÚNI;'001;ND;Registrado;BRTPSUDBS005;DISPENSA ICVM 476/09;02/07/2013;;;20/06/2013;20/12/2016; - - - - - - ;;20/06/2013;03/07/2013;-;AGE;10/06/2013;;;Escritural;Quirografária;Simples;400;0,;0,;400;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;23,000;252;6;MES;20/06/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A;1.52864E+13;N; n ;
TREG11;TANGARA ENERGIA SA;'ÚNI;'001;ND;Registrado;BRTREGDBS000;DISPENSA ICVM 476/09;15/09/2014;;;15/08/2014;15/08/2024; - - - - - - ;;15/08/2014;16/09/2014;-;AGE;15/08/2014;;;Escritural;Quirografária;Simples;12000;0,;0,;11846;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;7,500,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;71,400;6;MES;15/02/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,5000;252;6;MES;15/02/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;3.57338E+12;N; n ;
TREG12;TANGARA ENERGIA SA;'ÚNI;'002;ND;Registrado;BRTREGDBS018;DISPENSA ICVM 476/09;18/05/2015;;;24/04/2015;24/04/2022; - - - - - - ;;24/04/2015;19/05/2015;-;AGE;28/04/2015;;;Escritural;Quirografária;Simples;16000;0,;0,;16000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;20,408;1;MES;24/04/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;20,000;252;6;MES;24/10/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO CITIBANK S/A;PENTAGONO S/A DTVM;BANCO CITIBANK S/A;BANCO ITAU-BBA S/A;3.57338E+12;N; n ;
