Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ. VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb. Incent. (Lei 12.431);Escritura Padronizada;Resgate Antecipado
CAET12    ;CENTRAIS EOLICAS DE CAETITE PARTICIPACOES S/A;'ÚNI;'002;ND;Registrado;BRCEOLDBS011;DISPENSA ICVM 476/09;29/12/2015;;;15/10/2015;15/12/2028; - - - - - - ;;15/10/2015;30/12/2015;-;AGE;21/12/2015;AGE;28/12/2015;Escritural;Quirografária;Simples;33.5;0,;0,;33.5;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.139,144959;20/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;6;MES;15/12/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;93,128;252;6;MES;15/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;9.34E+12;S; n ;
CAIT11    ;CENTRAL EOLICA CAITITU S.A.;'ÚNI;'001;ND;Excluído;BRECTTDBS005;DISPENSA ICVM 476/09;19/08/2013;;;20/08/2013;18/08/2016;RESGATE TOTAL ANTECIPADO;;20/08/2013;20/08/2013;-;RCA;05/08/2013;;;Escritural;Real;Simples;55.7;0,;0,;0;0;55.7;0,;0,;0;0,;0;R$;1.000,000000;R$;48,080,799;29/06/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;2,0500% a.a 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;1.46E+13;N; n ;
CALO11    ;CALOI NORTE S.A.;'ÚNI;'001;ND;Registrado;BRCNORDBS001;DISPENSA ICVM 476/09;17/04/2014;;;21/03/2014;21/03/2019; - - - - - - ;;22/04/2014;22/04/2014;-;AGE;18/03/2014;;;Escritural;Quirografária;Simples;100;0,;0,;100;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;857,500,000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;142,500;6;MES;21/03/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;23,000;252;6;MES;21/09/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO CITIBANK S/A;PENTAGONO S/A DTVM;BANCO CITIBANK S/A;HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A;4.30E+12;N; n ;
CAML12    ;CAMIL ALIMENTOS S/A;'001;'002;ND;Registrado;BRCAMLDBS013;DISPENSA ICVM 476/09;13/02/2012;;;19/01/2012;19/01/2017; - - - - - - ;;14/02/2012;-;-;RCA;20/01/2012;;;Escritural;Quirografária;Simples;300;0,;0,;300;0;0;0;0,;0;0,;0;R$;1.000.000,000000;R$;166.665,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;166,667;6;MES;19/07/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;15,500;252;6;MES;19/07/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;6.49E+13;N; n ;
CAML14    ;CAMIL ALIMENTOS S/A;'ÚNI;'004;ND;Registrado;BRCAMLDBS039;DISPENSA ICVM 476/09;18/07/2014;;;15/03/2014;15/03/2019; - - - - - - ;;21/07/2014;21/07/2014;-;RCA;03/07/2014;;;Escritural;Quirografária;Simples;200;0,;0,;200;0;0;0,;0,;0;0,;0;R$;1.000.000,000000;R$;1.000.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;250,000;6;MES;15/09/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;13,000;252;6;MES;15/09/2014;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO CITIBANK S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO CITIBANK S/A;BANCO BRADESCO BBI S/A        ;6.49E+13;N; n ;
CAML22    ;CAMIL ALIMENTOS S/A;'002;'002;ND;Registrado;BRCAMLDBS021;DISPENSA ICVM 476/09;13/02/2012;;;19/01/2012;19/01/2017; - - - - - - ;;14/02/2012;-;-;RCA;20/01/2012;;;Escritural;Quirografária;Simples;150;0,;0,;150;0;0;0;0,;0;0,;0;R$;1.000.000,000000;R$;166.665,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;166,667;6;MES;19/07/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;15,500;252;3;MES;19/04/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;6.49E+13;N; n ;
CANT12    ;ANDRADE GUTIERREZ PARTICIPACOES S.A.;'001;'002;ND;Registrado;BRCANTDBS014;DISPENSA ICVM 476/09;27/06/2012;;;15/06/2012;15/06/2017; - - - - - - ;;15/06/2012;-;-;AGE;08/05/2012;;;Escritural;Quirografária;Simples;8.294;0,;0,;5.554;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;4.101,743819;20/07/2016;DI;Integrante de Juros;Não Padrão - SND;;-;   ;100,00;0,000;-;2,9000% a.a 252 dias;;-;-;-;-;;Percentual variável sobre o valor nominal de emissão em períodos não uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL S.A.;4.03E+12;N; n ;
CANT13    ;ANDRADE GUTIERREZ PARTICIPACOES S.A.;'ÚNI;'003;ND;Excluído;BRCANTDBS048;DISPENSA ICVM 476/09;16/12/2013;;;15/11/2013;15/01/2015;VENCIMENTO;;15/11/2013;17/12/2013;-;AGE;11/11/2013;;;Escritural;Quirografária;Simples;18;0,;0,;18;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;15/01/2015;DI;  - ;Padrão - SND;;-;;107,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;15/05/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A;4.03E+12;N; n ;
CANT22    ;ANDRADE GUTIERREZ PARTICIPACOES S.A.;'002;'002;ND;Registrado;BRCANTDBS022;DISPENSA ICVM 476/09;27/06/2012;;;15/06/2012;15/06/2019; - - - - - - ;;15/06/2012;-;-;AGE;08/05/2012;;;Escritural;Quirografária;Simples;7.845;0,;0,;5.795;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;8.659,937902;20/07/2016;DI;Integrante de Juros;Não Padrão - SND;;DU;   ;100,00;0,000;-;3,0000% uti;;-;-;-;-;;Percentual variável sobre o valor nominal de emissão em períodos não uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL S.A.;4.03E+12;N; n ;
CANT32    ;ANDRADE GUTIERREZ PARTICIPACOES S.A.;'003;'002;ND;Registrado;BRCANTDBS030;DISPENSA ICVM 476/09;27/06/2012;;;15/06/2012;15/06/2022; - - - - - - ;;15/06/2012;-;-;AGE;08/05/2012;;;Escritural;Quirografária;Simples;47.806;0,;0,;46.429;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;10.254,161540;20/07/2016;IPCA;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;9,8000% a.a 252 dias;;-;-;-;-;;Percentual variável sobre o valor nominal atualizado em períodos não uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL S.A.;4.03E+12;N; n ;
CAPE11    ;CAPUCHE EMPREENDIMENTOS IMOBILIARIOS S/A;'ÚNI;'001;ND;Registrado;BRCAPUDBS009;DISPENSA ICVM 476/09;28/03/2011;;;25/03/2011;25/06/2018; - - - - - - ;;25/03/2011;-;-;AGE;16/03/2011;;;Escritural;Real;Simples;3.7;0,;0,;3.7;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;5.000,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;62,500;3;MES;25/09/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;50,000;252;6;MES;25/09/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PETRA PERSONAL TRADER CTVM S/A;BANCO BRADESCO S/A;BANCO DO NORDESTE DO BRASIL S/A;7.01E+13;N; n ;
CART11    ;CONCESSIONARIA AUTO RAPOSO TAVARES S/A;'UNI;'001;ND;Excluído;BRRPTADBS009;DISPENSA ICVM 476/09;21/01/2011;;;18/01/2011;18/01/2013;RESGATE TOTAL ANTECIPADO;02/01/2013;18/01/2011;24/01/2011;-;AGE;23/12/2010;AGE;12/01/2011;Escritural;Quirografária;Simples;40;0,;0,;0;0;0;0;0;0;0;0;R$;10.000.000,000000;R$;0,000000;;DI;Integrante de Juros;Padrão - SND;0;DU;   ;116,50;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;6;MES;18/07/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;1.05E+13;N; n ;
CART12    ;CONCESSIONARIA AUTO RAPOSO TAVARES S/A;'001;'002;ND;Registrado;BRRPTADBS017;CVM/SRE/DEB/2012/038;21/12/2012;;;15/12/2012;15/12/2024; - - - - - - ;;15/12/2012;-;-;AGE;09/11/2012;;;Escritural;Quirografária;Simples;380;0;0;372.657;0;0;0;0,;0;0,;0;R$;1.000,000000;R$;1.302,912593;20/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;-;12;MES;15/12/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;58,000;252;12;MES;15/12/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;1.05E+13;S; n ;
CART22    ;CONCESSIONARIA AUTO RAPOSO TAVARES S/A;'002;'002;ND;Registrado;BRRPTADBS025;CVM/SRE/DEB/2012/039;21/12/2012;;;15/12/2012;15/12/2024; - - - - - - ;;15/12/2012;-;-;AGE;09/11/2012;;;Escritural;Quirografária;Simples;370;0;0;370;0;0;0;0,;0;0,;0;R$;1.000,000000;R$;1.302,912593;20/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;-;12;MES;15/12/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;60,500;252;12;MES;15/12/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;1.05E+13;N; n ;
CARU11    ;CARUANA S/A PARTICIPACOES E EMPREENDIMENTOS;'ÚNI;'001;ND;Registrado;BRCRUNDBS008;DISPENSA ICVM 476/09;28/01/2015;;;19/12/2014;19/07/2020; - - - - - - ;;19/12/2014;29/01/2015;-;AGE;15/12/2014;;;Escritural;Real;Simples;100;0,;0,;100;0;0;0,;0,;0;0,;0;R$;100.000,000000;R$;100.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;10,000;252;12;MES;30/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER CV S/A;OLIVEIRA TRUST DTVM  S/A;XP INVESTIMENTOS CCTVM S/A;7.88E+12;N; n ;
CASN11    ;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN;'001;'001;ND;Registrado;BRCASNDBS008;DISPENSA ICVM 476/09;05/01/2016;;;09/12/2015;09/12/2020; - - - - - - ;;06/01/2016;06/01/2016;-;RCA;29/09/2015;;;Escritural;Real;Simples;8.333;0,;0,;8.333;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;TJLP;  - ;Não Padrão - SND;;DC;;0,00;0,000;-;11,9500% a.a 360 dias;;27,027;-;MES;09/12/2017;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;8.25E+13;N; n ;
CASN21    ;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN;'002;'001;ND;Registrado;BRCASNDBS016;DISPENSA ICVM 476/09;28/12/2015;;;09/12/2015;09/12/2020; - - - - - - ;;29/12/2015;29/12/2015;-;RCA;29/09/2015;;;Escritural;Real;Simples;16.665;0,;0,;16.665;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;3,5000% a.a 252 dias;;27,027;-;MES;09/12/2017;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;8.25E+13;N; n ;
CASN31    ;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN;'003;'001;ND;Registrado;BRCASNDBS024;DISPENSA ICVM 476/09;05/01/2016;;;09/12/2015;09/12/2020; - - - - - - ;;06/01/2016;06/01/2016;-;RCA;29/09/2015;;;Escritural;Real;Simples;1.667;0,;0,;1.667;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;TJLP;  - ;Não Padrão - SND;;DC;;0,00;0,000;-;11,9500% a.a 360 dias;;27,027;-;MES;09/12/2017;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;8.25E+13;N; n ;
CASN41    ;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN;'004;'001;ND;Registrado;BRCASNDBS016;DISPENSA ICVM 476/09;28/12/2015;;;09/12/2015;09/12/2020; - - - - - - ;;29/12/2015;29/12/2015;-;RCA;29/09/2015;;;Escritural;Real;Simples;3.335;0,;0,;3.335;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;3,5000% a.a 252 dias;;27,027;-;MES;09/12/2017;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;8.25E+13;N; n ;
CAUJ12    ;COMPANHIA AGRICOLA USINA JACAREZINHO;'ÚNI;'002;ND;Registrado;BRJCRZDBS013;DISPENSA ICVM 476/09;25/09/2012;;;31/08/2012;31/08/2019; - - - - - - ;;31/08/2012;-;-;AGE;17/07/2012;AGE;17/08/2012;Escritural;Real;Simples;8.22;0,;0,;8.22;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;5.477,132312;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;1;MES;30/10/2014;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;40,000;252;1;MES;30/10/2014;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;ITAU UNIBANCO S.A.;6.12E+13;N; n ;
CBBP11    ;COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM;'001;'001;ND;Registrado;BRCBBPDBS007;DISPENSA ICVM 476/09;09/02/2015;;;23/01/2015;23/01/2019; - - - - - - ;;23/01/2015;09/02/2015;-;AGE;22/01/2015;;;Escritural;Real;Simples;500;0,;0,;500;0;0;0,;0,;0;0,;0;R$;100.000,000000;R$;84.620,577000;20/07/2016;DI;  - ;Padrão - SND;;-;;140,00;0,000;-;;;-;3;MES;23/01/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;0,0000;0,;3;MES;23/07/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ABC-BRASIL S/A;9.33E+12;N; n ;
CBBP21    ;COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM;'002;'001;ND;Registrado;BRCBBPDBS015;DISPENSA ICVM 476/09;09/02/2015;;;23/01/2015;23/05/2018; - - - - - - ;;23/01/2015;09/02/2015;-;AGE;22/01/2015;;;Escritural;Real;Simples;250;0,;0,;0;0;0;0,;0,;0;0,;0;R$;100.000,000000;R$;81.819,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;130,00;0,000;-;;;-;3;MES;23/01/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;0,0000;0,;3;MES;23/07/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ABC-BRASIL S/A;9.33E+12;N; n ;
CBDQA2    ;COMPANHIA BRASILEIRA DE DIQUES;'001;'002;ND;Excluído;BRCBDQDBS001;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2013;VENCIMENTO;14/01/2013;10/08/2011;31/01/2012;-;AGE;15/09/2011;   ;;Escritural;Real;Simples;120;0,;0,;0;0;0;0;0;0;0;0;R$;100.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DU;   ;0,00;0,000;-;12,0000% a.a 252 dias;;166,666;-;MES;10/08/2012;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQB2    ;COMPANHIA BRASILEIRA DE DIQUES;'002;'002;ND;Excluído;BRCBDQDBS019;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2014;RESGATE TOTAL ANTECIPADO;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;216;0,;0,;145;0;0;0;0;0;0;0;R$;100.000,000000;R$;64.792,430500;12/08/2013;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2013;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQC2    ;COMPANHIA BRASILEIRA DE DIQUES;'003;'002;ND;Excluído;BRCBDQDBS027;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2015;RESGATE TOTAL ANTECIPADO;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;216;0,;0,;216;0;0;0;0;0;0;0;R$;100.000,000000;R$;109.985,407000;09/08/2013;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2014;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQD2    ;COMPANHIA BRASILEIRA DE DIQUES;'004;'002;ND;Excluído;BRCBDQDBS035;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2016;RESGATE TOTAL ANTECIPADO;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;216;0;0;22;0;0;0;0;0;0;0;R$;100.000,000000;R$;109.985,407000;12/08/2013;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2015;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQE2    ;COMPANHIA BRASILEIRA DE DIQUES;'005;'002;ND;Excluído;BRCBDQDBS043;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2017;RESGATE TOTAL ANTECIPADO;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;240;0,;0,;165;0;0;0;0;0;0;0;R$;100.000,000000;R$;109.985,407000;12/08/2013;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2016;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQF2    ;COMPANHIA BRASILEIRA DE DIQUES;'006;'002;ND;Excluído;BRCBDQDBS050;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2018;RESGATE TOTAL ANTECIPADO;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;240;0,;0,;26;0;0;0;0;0;0;0;R$;100.000,000000;R$;109.985,407000;12/08/2013;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2017;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQG2    ;COMPANHIA BRASILEIRA DE DIQUES;'007;'002;ND;Excluído;BRCBDQDBS068;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2019;Resgate Total Antecipado;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;240;0,;0,;0;0;0;0;0,;0;0,;0;R$;100.000,000000;R$;100.000,000000;17/03/2014;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2018;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
CBDQH2    ;COMPANHIA BRASILEIRA DE DIQUES;'008;'002;ND;Excluído;BRCBDQDBS076;DISPENSA ICVM 476/09;30/01/2012;;;10/08/2011;10/01/2020;Resgate Total Antecipado;;10/08/2011;-;-;AGE;15/09/2011;;;Escritural;Real;Simples;312;0,;0,;0;0;0;0;0,;0;0,;0;R$;100.000,000000;R$;100.000,000000;17/03/2014;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;12,0000% a.a 252 dias;;83,333;-;MES;10/02/2019;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO PINE S/A;C&D DTVM SA;BANCO BRADESCO S/A;PINE INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;2.68E+12;N; n ;
