Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ. VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb. Incent. (Lei 12.431);Escritura Padronizada;Resgate Antecipado
BMGL25    ;BMG LEASING S/A ARREND MERCANTIL;'002;'005;ND;Excluído;;SEP/GER/DEB - 93/009;15/03/1993;;;01/12/1992;01/07/1995;VENCIMENTO;;01/12/1992;-;-;AGE;01/12/1992;;;Nominativa;Subordinada;Simples;8.1;0,;0,;0;0;0;0;0;0;0;0;Cr$;10.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 9,50 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BMG S/A                           ;RUI JOSE VIANNA LAGE;;BANCO BMG S/A;3.43E+13;N; n ;
BMGL27    ;BMG LEASING S/A ARREND MERCANTIL;'002;'007;ND;Excluído;BRMBMGDBS036;SEP/GER/DEB - 95/030;01/06/1995;;;15/05/1995;15/05/1997;VENCIMENTO;;15/05/1995;-;-;AGE;25/04/1995;;;Nominativa;Subordinada;Simples;450;0,;0,;0;0;0;0;0;0;0;0;R$;100.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 7,00 %  a.a. - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BMG S/A                           ;EZEQUIEL DUTRA DE OLIVEIRA;;BANCO BMG S/A;3.43E+13;N; n ;
BMGL28    ;BMG LEASING S/A ARREND MERCANTIL;'002;'008;ND;Excluído;BRMBMGDBS051;SEP/GER/DEB - 96/053;14/05/1996;;;15/05/1996;15/05/1999;VENCIMENTO;;15/05/1998;-;-;AGE;18/04/1996;   ;;Nominativa;Subordinada;Simples;900;0;0;0;0;0;0;0;0;0;0;R$;100.000,000000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 11,00 %  a.a. - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BMG S/A                           ;OLIVEIRA TRUST DTVM S/A;;BANCO BMG S/A;3.43E+13;N; n ;
BMGL29    ;BMG LEASING S/A ARREND MERCANTIL;'002;'009;ND;Excluído;BRMBMGDBS077;SEP/GER/DEB - 96/163;11/11/1996;;;13/11/1996;13/11/2000;VENCIMENTO;;13/05/2000;-;-;AGE;08/10/1996;;;Nominativa;Subordinada;Simples;5;0,;0,;0;0;0;0;0;0;0;0;R$;10.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BMG S/A                           ;SLW CVC LTDA.;;BANCO BMG S/A;3.43E+13;N; n ;
BMGL35    ;BMG LEASING S/A ARREND MERCANTIL;'003;'005;ND;Excluído;;SEP/GER/DEB - 93/031;20/09/1993;;;01/12/1992;02/10/1995;VENCIMENTO;;01/11/1993;-;-;AGE;01/12/1992;;;Nominativa;Subordinada;Simples;8.1;0,;0,;0;0;0;0;0;0;0;0;Cr$;10.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 5,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BMG S/A                           ;RUI JOSE VIANNA LAGE;;BANCO BMG S/A;3.43E+13;N; n ;
BPCO11    ;BOMPRECO S/A SUPERMERCADOS DO NORDESTE;'001;'001;ND;Excluído;BRBPCODBS018;SEP/GER/DEB - 95/111;20/12/1995;;;01/09/1995;31/08/1998;VENCIMENTO;;21/12/1995;-;-;AGE;16/11/1995;;;Nominativa;Real;Simples;30;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 5,00 %  a.a. - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM S/A;;BANCO BRADESCO S/A;1.30E+13;N; n ;
BPCO12    ;BOMPRECO S/A SUPERMERCADOS DO NORDESTE;'UNI;'002;ND;Excluído;BRBPCODBP014;SEP/GER/DCA - 96/019;11/12/1996;;;01/11/1996;01/11/2001;VENCIMENTO;;01/11/2000;12/12/1996;-;AGE;16/11/1996;;;Escritural;Flutuante;Conversível;25;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;TJLP;Correção Monetária;Padrão - SND;0;DC;0;0,00;0,000;-;;;0,0000;12;MES;01/11/2000;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;80,000;360;12;MES;01/11/2000;Comercial;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;APORTE DTVM LTDA.;BANCO BRADESCO S/A;BANCO BRADESCO S/A;1.30E+13;N; n ;
BPCO13    ;BOMPRECO S/A SUPERMERCADOS DO NORDESTE;'001;'003;Não;Excluído;BRBPCODBP022;CVM/SRE/DCA - 99/008;06/10/1999;;;01/01/1999;01/01/2004;CANCELAMENTO;09/09/2002;02/01/2001;08/10/1999;-;AGE;04/05/1999;;;Escritural;Flutuante;Conversível;35;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;09/09/2002;TJLP;Integrante de Juros;Padrão - SND;0;DC;0;0,00;6,000;Linear;;;0,0000;12;MES;01/01/2002;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;56,000;360;12;MES;01/01/2002;Comercial;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER CV S/A;BANCO BRADESCO S/A;BANCO BRADESCO S/A;1.30E+13;N; n ;
BPCO21    ;BOMPRECO S/A SUPERMERCADOS DO NORDESTE;'002;'001;ND;Excluído;BRBPCODBS026;SEP/GER/DEB - 95/112;20/12/1995;;;01/09/1995;31/08/1998;VENCIMENTO;;21/12/1995;-;-;AGE;16/11/1995;;;Nominativa;Real;Simples;20;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 4,00 %  a.a. - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM S/A;;BANCO BRADESCO S/A;1.30E+13;N; n ;
BPEM01    ;BAMERINDUS S/A PARTICIPACOES - EMPREENDIMENTOS;'001;'002;ND;Excluído;BRBADMDBS020;SEP/GER/DEB - 96/059;13/06/1996;;;03/06/1996;21/06/1999;VENCIMENTO;;14/04/1997;-;-;AGE;31/05/1996;;;Escritural;Subordinada;Simples;90.000.000;0,;0,;0;0;0;0;0;0;0;0;R$;1,000,000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;HSBC BANK BRASIL S/A - B. M.;APORTE DTVM LTDA.;HSBC CCVM S/A;HSBC BANK BRASIL S/A - B. M.;7.65E+13;N; n ;
BPEM02    ;BAMERINDUS S/A PARTICIPACOES - EMPREENDIMENTOS;'001;'002;ND;Excluído;BRBADMDBS020;SEP/GER/DEB - 96/059;13/06/1996;;;03/06/1996;21/06/1999;VENCIMENTO;;14/04/1997;-;-;AGE;31/05/1996;;;Escritural;Subordinada;Simples;90.000.000;0,;0,;0;0;0;0;0;0;0;0;R$;1,000,000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;HSBC BANK BRASIL S/A - B. M.;APORTE DTVM LTDA.;HSBC CCVM S/A;HSBC BANK BRASIL S/A - B. M.;7.65E+13;N; n ;
BPEM03    ;BAMERINDUS S/A PARTICIPACOES - EMPREENDIMENTOS;'001;'002;ND;Excluído;BRBADMDBS020;SEP/GER/DEB - 96/059;13/06/1996;;;03/06/1996;21/06/1999;VENCIMENTO;;14/04/1997;-;-;AGE;31/05/1996;;;Escritural;Subordinada;Simples;90.000.000;0,;0,;0;0;0;0;0;0;0;0;R$;1,000,000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;HSBC BANK BRASIL S/A - B. M.;APORTE DTVM LTDA.;HSBC CCVM S/A;HSBC BANK BRASIL S/A - B. M.;7.65E+13;N; n ;
BPEM04    ;BAMERINDUS S/A PARTICIPACOES - EMPREENDIMENTOS;'001;'002;ND;Excluído;BRBADMDBS020;SEP/GER/DEB - 96/059;13/06/1996;;;03/06/1996;21/06/1999;VENCIMENTO;;14/04/1997;-;-;AGE;31/05/1996;;;Escritural;Subordinada;Simples;30.000.000;0,;0,;0;0;0;0;0;0;0;0;R$;1,000,000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;HSBC BANK BRASIL S/A - B. M.;APORTE DTVM LTDA.;HSBC CCVM S/A;HSBC BANK BRASIL S/A - B. M.;7.65E+13;N; n ;
BPEM10    ;BAMERINDUS S/A PARTICIPACOES - EMPREENDIMENTOS;'001;'001;ND;Excluído;BRBADMDBS012;SEP/GER/DEB - 95/043;07/07/1995;;;01/06/1995;01/01/1996;VENCIMENTO;01/06/1998;16/12/1996;-;-;AGE;08/06/1995;;;Escritural;Subordinada;Simples;500;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;0;DC;0;0,00;0,000;-;19,5000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;HSBC BANK BRASIL S/A - B. M.;SLW CVC LTDA.;HSBC CCVM S/A;HSBC BANK BRASIL S/A - B. M.;7.65E+13;N; n ;
BPLA14    ;BRASPEROLA INDUSTRIA E COMERCIO S/A               ;'001;'004;Não;Excluído;BRBPLADBO017;SEP/GER/DCA - 97/011;01/08/1997;;;01/06/1997;Indeterminado;VENCIMENTO ANTECIPADO;;01/06/1997;04/08/1997;-;AGE;30/06/1997;;;Nominativa;Flutuante;Conversível;10;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;17/10/2003;SEM-ÍNDICE;-;Não Padrão - SND;0;DU;0;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;BANCO BRADESCO S/A;1.17E+13;N; n ;
BPLA24    ;BRASPEROLA INDUSTRIA E COMERCIO S/A               ;'002;'004;Não;Excluído;BRBPLADBP014;SEP/GER/DCA - 97/012;01/08/1997;;;01/06/1997;Indeterminado;VENCIMENTO ANTECIPADO;;01/06/1997;04/08/1997;-;AGE;30/06/1997;;;Nominativa;Flutuante;Conversível;35;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;17/10/2003;SEM-ÍNDICE;-;Não Padrão - SND;0;DU;0;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;BANCO BRADESCO S/A;1.17E+13;N; n ;
BPTR12    ;BOMPRECO TRUST DE RECEBIVEIS S/A;'001;'002;ND;Excluído;BRBPTRDBS015;SEP/GER/DEB - 96/074;29/07/1996;;;01/07/1996;01/07/1999;RESGATE TOTAL ANTECIPADO;10/06/1998;01/07/1997;-;-;AGE;28/06/1996;;;Nominativa;Real;Simples;10;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;ANBID;Integrante de Juros;Não Padrão - SND;0;DC;0;0,00;0,000;-;1,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO CREDIBANCO S/A;;BANCO BRADESCO S/A;1.27E+12;N; n ;
BPTR22    ;BOMPRECO TRUST DE RECEBIVEIS S/A;'002;'002;ND;Excluído;BRBPTRDBS023;SEP/GER/DEB - 96/075;29/07/1996;;;01/07/1996;01/10/1999;RESGATE TOTAL ANTECIPADO;10/06/1998;01/10/1997;-;-;AGE;28/06/1996;;;Nominativa;Real;Simples;10;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;ANBID;Integrante de Juros;Não Padrão - SND;0;DC;0;0,00;0,000;-;1,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO CREDIBANCO S/A;;BANCO BRADESCO S/A;1.27E+12;N; n ;
BPTR32    ;BOMPRECO TRUST DE RECEBIVEIS S/A;'003;'002;ND;Excluído;BRBPTRDBS031;SEP/GER/DEB - 96/076;29/07/1996;;;01/07/1996;01/01/2000;RESGATE TOTAL ANTECIPADO;10/06/1998;01/01/1998;-;-;AGE;28/06/1996;;;Nominativa;Real;Simples;10;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;ANBID;Integrante de Juros;Não Padrão - SND;0;DC;0;0,00;0,000;-;1,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO CREDIBANCO S/A;;BANCO BRADESCO S/A;1.27E+12;N; n ;
BPTR42    ;BOMPRECO TRUST DE RECEBIVEIS S/A;'004;'002;ND;Excluído;BRBPTRDBS049;SEP/GER/DEB - 96/077;29/07/1996;;;01/07/1996;01/04/2000;RESGATE TOTAL ANTECIPADO;10/06/1998;01/04/1998;-;-;AGE;28/06/1996;;;Nominativa;Real;Simples;5;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;ANBID;Integrante de Juros;Não Padrão - SND;0;DC;0;0,00;0,000;-;1,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO CREDIBANCO S/A;;BANCO BRADESCO S/A;1.27E+12;N; n ;
BPTR52    ;BOMPRECO TRUST DE RECEBIVEIS S/A;'005;'002;ND;Excluído;BRBPTRDBS056;SEP/GER/DEB - 96/078;29/07/1996;;;01/07/1996;01/07/2000;RESGATE TOTAL ANTECIPADO;10/06/1998;01/07/1997;-;-;AGE;28/06/1996;;;Nominativa;Real;Simples;5;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;ANBID;Integrante de Juros;Não Padrão - SND;0;DC;0;0,00;0,000;-;1,0000% a.a 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO CREDIBANCO S/A;;BANCO BRADESCO S/A;1.27E+12;N; n ;
BRLA14    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'004;ND;Excluído;;SEP/GER/DEB - 90/060;27/11/1990;;;01/10/1990;01/10/1992;VENCIMENTO;;03/12/1990;-;-;AGE;28/09/1990;;;Nominativa;Subordinada;Simples;15;0,;0,;0;0;0;0;0;0;0;0;Cr$;100.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 23,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO ANTONIO DE QUEIROZ S/A;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA15    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'005;ND;Excluído;;SEP/GER/DEB - 91/032;18/09/1991;;;01/09/1991;01/11/1993;VENCIMENTO;;01/11/1991;-;-;AGE;29/08/1991;;;Nominativa;Subordinada;Simples;29.4;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 13,80 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA16    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'006;ND;Excluído;;SEP/GER/DEB - 92/019;31/07/1992;;;01/07/1992;01/10/1994;VENCIMENTO;;01/10/1992;-;-;AGE;09/07/1992;;;Nominativa;Subordinada;Simples;40;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 15,50 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;APORTE DTVM LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA17    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'007;ND;Excluído;BRBBLSDBS036;SEP/GER/DEB - 94/064;30/12/1994;;;01/12/1994;01/03/1997;VENCIMENTO;;01/12/1994;-;-;AGE;21/11/1994;;;Nominativa;Subordinada;Simples;80;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 3,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA24    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'002;'004;ND;Excluído;;SEP/GER/DEB - 90/064;17/12/1990;;;01/10/1990;01/11/1992;VENCIMENTO;;01/10/1990;-;-;AGE;28/09/1990;;;Nominativa;Subordinada;Simples;15;0,;0,;0;0;0;0;0;0;0;0;Cr$;100.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 23,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO ANTONIO DE QUEIROZ S/A;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA25    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'002;'005;ND;Excluído;;SEP/GER/DEB - 91/033;18/09/1991;;;01/09/1991;01/11/1994;VENCIMENTO;;01/11/1991;-;-;AGE;29/08/1991;;;Nominativa;Subordinada;Simples;8.4;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 16,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA26    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'002;'006;ND;Excluído;;SEP/GER/DEB - 92/025;09/12/1992;;;01/07/1992;01/02/1995;VENCIMENTO;;01/02/1993;-;-;AGE;09/07/1992;;;Nominativa;Subordinada;Simples;90;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 13,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;APORTE DTVM LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA27    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'002;'007;ND;Excluído;BRBBLSDBS044;SEP/GER/DEB - 95/028;30/05/1995;;;01/12/1994;01/08/1997;VENCIMENTO;;01/12/1994;-;-;AGE;21/11/1994;;;Nominativa;Subordinada;Simples;120;0,;0,;0;0;0;0;0;0;0;0;R$;1.000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 5,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA34    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'003;'004;ND;Excluído;;SEP/GER/DEB - 91/027;15/08/1991;;;01/10/1990;01/12/1992;VENCIMENTO;;01/10/1991;-;-;AGE;28/09/1990;;;Nominativa;Subordinada;Simples;15;0,;0,;0;0;0;0;0;0;0;0;Cr$;100.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 16,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO ANTONIO DE QUEIROZ S/A;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA35    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'003;'005;ND;Excluído;;SEP/GER/DEB - 91/034;18/09/1991;;;01/09/1991;01/11/1996;VENCIMENTO;01/09/1994;01/11/1991;-;-;AGE;29/08/1991;;;Nominativa;Subordinada;Simples;4.2;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 17,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA36    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'003;'006;ND;Excluído;BRBBLSDBS010;SEP/GER/DEB - 93/029;26/08/1993;;;01/07/1992;01/10/1995;VENCIMENTO;;01/02/1993;-;-;AGE;09/07/1992;;;Nominativa;Subordinada;Simples;120;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 1,80 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;APORTE DTVM LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
BRLA46    ;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'004;'006;ND;Excluído;BRBBLSDBS028;SEP/GER/DEB - 93/098;25/10/1993;;;01/07/1992;01/01/1996;VENCIMENTO;;01/01/1994;-;-;AGE;09/07/1992;;;Nominativa;Subordinada;Simples;100;0,;0,;0;0;0;0;0;0;0;0;Cr$;1.000.000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;0;DC;0;0,00;0,000;-;12,0000% a.a 360 dias;SEM ÍNDICE + 5,00 %  a.a. - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;APORTE DTVM LTDA.;;BANCO BRADESCO S/A;4.75E+13;N; n ;
